ID,M/Z,Retention,Name,Formula,
355,368.9287716,1.062834167,4-Anilino-4-oxobutanoic acid,C10H11NO3,
356,150.0491081,6.562790833,p-Methylhippuric acid,C10H11NO3,
357,546.2018187,0.858560833,2-Methylhippuric acid,C10H11NO3,
358,148.0426983,1.3988575,Methyl n-acetylanthranilate,C10H11NO3,
359,173.1169541,9.255439744,m-Methylhippuric acid,C10H11NO3,
360,79.02109722,1.171849167,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C10H11NO3,
361,86.09640851,1.587815385,Betamipron,C10H11NO3,
362,170.0321835,1.859631667,3-Methyl-L-tyrosine,C10H13NO3,
363,178.0859225,1.585443939,O-Benzyl-L-Serine,C10H13NO3,
364,295.1016296,0.874507937,alpha-Methyl-m-tyrosine,C10H13NO3,
365,210.0603539,1.113824167,L-Homotyrosine,C10H13NO3,
366,275.1594388,7.506311667,Damascenine,C10H13NO3,
367,77.03824746,7.994775,"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",C10H13NO3,
368,198.8753872,0.656433333,N-Acetyldopamine,C10H13NO3,
369,211.5516165,0.8532575,"2-Phenyl-1,3-propanediol monocarbamate",C10H13NO3,
370,186.1122064,8.379539744,Metyrosine,C10H13NO3,
371,229.1545294,7.32451,Tyrosine methylester,C10H13NO3,
372,174.0870193,1.197209524,"2-Isopropyl-3,5-dimethoxy-6-methylpyrazine",C10H16N2O2,
373,174.0870377,1.093901667,L-alpha-Amino-1H-pyrrole-1-hexanoic acid,C10H16N2O2,
374,150.0580742,1.777962879,"Fasoracetam;
NS 105",C10H16N2O2,
375,193.034023,1.112235833,"Naphthalic anhydride;
1,8-Naphthalic anhydride",C12H6O3,
376,192.0498203,2.47739,"N-Hexanoyl-L-homoserine lactone;
C6-HSL;
N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide",C10H17NO3,
377,247.0919292,1.420102899,Tussilagine,C10H17NO3,
378,176.1027218,1.182230952,N-Acetyltranexamic acid,C10H17NO3,
379,300.1199966,1.909505,N-hexanoyl-L-Homoserine lactone,C10H17NO3,
380,186.1121293,2.39605942,6-octenoylglycine,C10H17NO3,
381,229.1541235,7.134516667,5-octenoylglycine,C10H17NO3,
382,237.122795,7.1928675,4-octenoylglycine,C10H17NO3,
383,212.0912406,1.582140667,7-octenoylglycine,C10H17NO3,
384,438.9787925,1.91833,2-octenoylglycine,C10H17NO3,
385,171.0760361,1.171020833,3-octenoylglycine,C10H17NO3,
386,181.06144,7.502112179,Ecgonine methyl ester,C10H17NO3,
387,228.0860348,6.493225,Neotussilagine,C10H17NO3,
388,184.0602531,5.599913333,"N-Hexanoyl-L-homoserine lactone;
C6-HSL;
N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide",C10H17NO3,
389,255.1332754,7.193080833,Tussilagine,C10H17NO3,
390,141.0656635,1.080866026,N-Acetyltranexamic acid,C10H17NO3,
391,212.064639,1.917663333,N-hexanoyl-L-Homoserine lactone,C10H17NO3,
392,467.2608035,8.098425,6-octenoylglycine,C10H17NO3,
393,112.0505257,2.216626984,5-octenoylglycine,C10H17NO3,
394,248.1487337,5.640635897,4-octenoylglycine,C10H17NO3,
395,200.1277204,5.822120635,7-octenoylglycine,C10H17NO3,
396,159.5414987,7.994665833,2-octenoylglycine,C10H17NO3,
397,95.01608537,1.294052273,3-octenoylglycine,C10H17NO3,
398,171.0263268,1.55255,Ecgonine methyl ester,C10H17NO3,
399,171.5337452,2.8608475,Neotussilagine,C10H17NO3,
400,217.1290708,1.613516667,"NG,NG'-dimethyl-L-arginine ",C8H18N4O2,
401,511.1625636,1.18084,"NG,NG-dimethyl-L-arginine ",C8H18N4O2,
402,138.5411469,6.562644444,Arg-OEt,C8H18N4O2,
403,134.0445778,1.084678205,N2-Acetyl-L-aminoadipate,C8H13NO5,
404,145.0856331,7.030383333,N2-Acetyl-L-aminoadipate,C8H13NO5,
405,131.0489509,9.440956522,L-Acetylcarnitine,C9H17NO4,
406,200.1277215,3.011569048,N-lactoyl-Leucine,C9H17NO4,
407,245.1741719,10.77133651,Succinylmonocholine,C9H17NO4,
408,219.0494285,1.181088667,Acetyl-D-carnitine,C9H17NO4,
409,145.5127007,1.110868333,DL-Acetylcarnitine,C9H17NO4,
410,409.0183846,1.918204167,L-Glutamic acid n-butyl ester,C9H17NO4,
411,219.1334889,1.34149127,"2-Oxo-8-methylthiooctanoic acid;
8-Methylthio-2-octanoic acid",C9H16O3S,
412,339.069106,1.453969444,Gentianamine,C11H11NO3,
413,197.1280999,7.515120833,Swietenidin B,C11H11NO3,
414,177.0278261,1.921748413,N-(3-Hydroxypropyl)phthalimide,C11H11NO3,
415,133.0599315,1.247257692,Indolelactic acid,C11H11NO3,
416,112.1120059,5.888991667,Methyl 1-methoxy-1H-indole-3-carboxylate,C11H11NO3,
417,348.0694778,2.69484,5-Methoxyindoleacetate,C11H11NO3,
418,178.0859172,3.873460317,Edulitine,C11H11NO3,
419,191.1274515,9.248560317,Cinnamoylglycine,C11H11NO3,
420,215.1385327,6.422691667,3-Indolehydracrylic acid,C11H11NO3,
421,196.0965032,6.290457333,"2,3-dihydro-2-oxo-1H-Benzimidazole-1-propanoic acid",C10H10N2O3,
422,198.0969269,0.698033333,2-[(4-methoxyphenyl)formamido]acetic acid,C10H11NO4,
423,512.1962855,0.948418056,2-{[hydroxy(3-methoxyphenyl)methylidene]amino}acetic acid,C10H11NO4,
424,512.196681,1.06125303,2-{[hydroxy(2-methoxyphenyl)methylidene]amino}acetic acid,C10H11NO4,
425,506.2072404,0.855926667,3-Carbamoyl-2-phenylpropionic acid,C10H11NO4,
426,604.2435098,0.848008333,Hydroxyphenylacetylglycine,C10H11NO4,
427,854.3120766,0.938506667,"N-Benzyloxycarbonylglycine;
N-CBZ-glycine",C10H11NO4,
428,854.3125203,1.035103704,Methylsalicyluric acid,C10H11NO4,
429,489.180179,0.862691667,Phosphocreatine,C4H10N3O5P,
430,446.6329748,1.036725926,2-hydroxyoct-1-enoylglycine,C10H17NO4,
431,309.1169643,0.84777619,3-hydroxyoct-1-enoylglycine,C10H17NO4,
432,511.1621416,0.854231667,4-hydroxyoct-1-enoylglycine,C10H17NO4,
433,471.1697467,0.832198148,1-hydroxyoct-2-enoylglycine,C10H17NO4,
434,273.0959259,0.86209881,3-hydroxyoct-2-enoylglycine,C10H17NO4,
435,620.2493453,0.886607143,3-hydroxyoct-7-enoylglycine,C10H17NO4,
436,264.0672934,0.882932143,3-hydroxyoct-3-enoylglycine,C10H17NO4,
437,602.2392115,0.902969444,5-hydroxyoct-4-enoylglycine,C10H17NO4,
438,137.0707379,0.885275,4-hydroxyoct-5-enoylglycine,C10H17NO4,
439,187.0708921,0.872186667,2-hydroxyoct-5-enoylglycine,C10H17NO4,
440,169.0602837,0.869261667,4-hydroxyoct-6-enoylglycine,C10H17NO4,
441,248.1486622,5.947622436,7-hydroxyoct-3-enoylglycine,C10H17NO4,
442,994.3814189,0.876352778,6-hydroxyoct-3-enoylglycine,C10H17NO4,
443,293.1221044,0.862635185,4-hydroxyoct-2-enoylglycine,C10H17NO4,
444,508.1539307,0.899833333,3-hydroxyoct-5-enoylglycine,C10H17NO4,
445,365.1045216,1.032095,2-hydroxyoct-6-enoylglycine,C10H17NO4,
446,617.6905192,0.89666,4-hydroxyoct-7-enoylglycine,C10H17NO4,
447,181.0637386,5.911563158,7-hydroxyoct-5-enoylglycine,C10H17NO4,
448,311.1263459,5.911875,6-hydroxyoct-6-enoylglycine,C10H17NO4,
449,528.1912621,0.94993,6-hydroxyoct-5-enoylglycine,C10H17NO4,
450,262.1642047,6.559582692,7-hydroxyoct-2-enoylglycine,C10H17NO4,
451,222.1219872,6.5627875,5-hydroxyoct-3-enoylglycine,C10H17NO4,
452,205.0813221,0.761622917,7-hydroxyoct-7-enoylglycine,C10H17NO4,
453,244.1537705,7.888169872,5-hydroxyoct-6-enoylglycine,C10H17NO4,
454,383.0776497,0.7030325,1-hydroxyoct-3-enoylglycine,C10H17NO4,
455,216.1225564,1.312368667,2-hydroxyoct-7-enoylglycine,C10H17NO4,
456,307.1214085,6.547345,6-hydroxyoct-4-enoylglycine,C10H17NO4,
457,377.1445943,8.0784775,5-hydroxyoct-7-enoylglycine,C10H17NO4,
458,219.1585899,10.89524833,6-hydroxyoct-1-enoylglycine,C10H17NO4,
459,206.0808195,9.434958333,5-hydroxyoct-5-enoylglycine,C10H17NO4,
460,216.1225986,1.426568667,2-hydroxyoct-2-enoylglycine,C10H17NO4,
461,158.1172178,1.928559848,6-hydroxyoct-2-enoylglycine,C10H17NO4,
462,708.2546423,0.9509,6-hydroxyoct-7-enoylglycine,C10H17NO4,
463,709.2577596,0.895811667,2-hydroxyoct-4-enoylglycine,C10H17NO4,
464,384.1490313,0.787615833,1-hydroxyoct-4-enoylglycine,C10H17NO4,
465,710.2598285,0.950248333,3-hydroxyoct-4-enoylglycine,C10H17NO4,
466,215.0427847,0.753453333,3-hydroxyoct-6-enoylglycine,C10H17NO4,
467,255.1333646,7.986951667,5-hydroxyoct-1-enoylglycine,C10H17NO4,
468,210.0753215,7.986881667,7-hydroxyoct-1-enoylglycine,C10H17NO4,
469,233.0915294,8.932740196,1-hydroxyoct-7-enoylglycine,C10H17NO4,
470,204.1226421,4.092640833,5-hydroxyoct-2-enoylglycine,C10H17NO4,
471,194.0807955,8.336445238,2-hydroxyoct-3-enoylglycine,C10H17NO4,
472,204.0861775,0.741930667,7-hydroxyoct-6-enoylglycine,C10H17NO4,
473,274.8725751,0.6589875,1-hydroxyoct-6-enoylglycine,C10H17NO4,
474,221.1854064,0.8078775,4-hydroxyoct-3-enoylglycine,C10H17NO4,
475,206.8854983,0.662304167,4-hydroxyoct-4-enoylglycine,C10H17NO4,
476,290.8464376,0.663951667,1-hydroxyoct-5-enoylglycine,C10H17NO4,
477,72.08078863,0.949071154,7-hydroxyoct-4-enoylglycine,C10H17NO4,
478,258.8987546,0.6536725,Propenoylcarnitine,C10H17NO4,
479,237.0863518,6.750439855,"2-amino-8-oxo-9,10-epoxy-decanoic acid",C10H17NO4,
480,139.0499934,2.310798077,"2-amino-8-oxo-9,10-epoxy-decanoic acid",C10H17NO4,
481,110.0270012,0.697298333,"2-Amino-9,10-epoxy-8-oxodecanoic acid",C10H17NO4,
482,132.1017302,1.260774359,2-hydroxyoct-1-enoylglycine,C10H17NO4,
483,227.0808745,8.395518939,3-hydroxyoct-1-enoylglycine,C10H17NO4,
484,138.054653,0.739334615,4-hydroxyoct-1-enoylglycine,C10H17NO4,
485,159.0509197,0.812591026,1-hydroxyoct-2-enoylglycine,C10H17NO4,
486,276.8705965,0.658989167,3-hydroxyoct-2-enoylglycine,C10H17NO4,
487,177.0501442,1.086044167,3-hydroxyoct-7-enoylglycine,C10H17NO4,
488,212.0426486,0.793816667,3-hydroxyoct-3-enoylglycine,C10H17NO4,
489,235.1647259,0.797658333,5-hydroxyoct-4-enoylglycine,C10H17NO4,
490,260.1485687,1.470651389,4-hydroxyoct-5-enoylglycine,C10H17NO4,
491,159.0395839,1.110828704,2-hydroxyoct-5-enoylglycine,C10H17NO4,
492,426.8211127,0.656334167,4-hydroxyoct-6-enoylglycine,C10H17NO4,
493,266.1380252,8.42242,7-hydroxyoct-3-enoylglycine,C10H17NO4,
494,189.1230016,1.051431667,6-hydroxyoct-3-enoylglycine,C10H17NO4,
495,342.8597975,0.654505833,4-hydroxyoct-2-enoylglycine,C10H17NO4,
496,113.0342751,1.410691026,3-hydroxyoct-5-enoylglycine,C10H17NO4,
497,215.015689,1.109635897,2-hydroxyoct-6-enoylglycine,C10H17NO4,
498,410.8470532,0.652671667,4-hydroxyoct-7-enoylglycine,C10H17NO4,
499,190.1070416,2.64148141,7-hydroxyoct-5-enoylglycine,C10H17NO4,
500,365.1045365,1.1735025,6-hydroxyoct-6-enoylglycine,C10H17NO4,
501,280.1535606,8.618169167,6-hydroxyoct-5-enoylglycine,C10H17NO4,
502,442.7950455,0.654403623,7-hydroxyoct-2-enoylglycine,C10H17NO4,
503,260.8965457,0.653175,5-hydroxyoct-3-enoylglycine,C10H17NO4,
504,462.2701235,9.010547222,7-hydroxyoct-7-enoylglycine,C10H17NO4,
505,192.9095857,0.656999167,5-hydroxyoct-6-enoylglycine,C10H17NO4,
506,154.0021828,1.063188235,1-hydroxyoct-3-enoylglycine,C10H17NO4,
507,218.1382293,5.996770139,2-hydroxyoct-7-enoylglycine,C10H17NO4,
508,292.577691,0.854853571,6-hydroxyoct-4-enoylglycine,C10H17NO4,
509,112.1119735,4.056202083,5-hydroxyoct-7-enoylglycine,C10H17NO4,
510,153.0581835,1.242673333,6-hydroxyoct-1-enoylglycine,C10H17NO4,
511,72.0548816,0.889711538,5-hydroxyoct-5-enoylglycine,C10H17NO4,
512,260.1485576,1.957107971,2-hydroxyoct-2-enoylglycine,C10H17NO4,
513,137.0308543,8.3378,6-hydroxyoct-2-enoylglycine,C10H17NO4,
514,276.1434933,1.101044048,6-hydroxyoct-7-enoylglycine,C10H17NO4,
515,377.2022023,6.361133333,2-hydroxyoct-4-enoylglycine,C10H17NO4,
516,170.0826029,10.89844359,1-hydroxyoct-4-enoylglycine,C10H17NO4,
517,228.0971578,1.469703333,3-hydroxyoct-4-enoylglycine,C10H17NO4,
518,264.0496612,2.858504902,3-hydroxyoct-6-enoylglycine,C10H17NO4,
519,261.036352,0.703489683,5-hydroxyoct-1-enoylglycine,C10H17NO4,
520,397.0697644,7.993675926,7-hydroxyoct-1-enoylglycine,C10H17NO4,
521,239.1384015,8.339068182,1-hydroxyoct-7-enoylglycine,C10H17NO4,
522,157.5440353,8.339316667,5-hydroxyoct-2-enoylglycine,C10H17NO4,
523,293.043776,7.993103509,2-hydroxyoct-3-enoylglycine,C10H17NO4,
524,258.1329181,1.347421795,7-hydroxyoct-6-enoylglycine,C10H17NO4,
525,162.0546617,8.059724074,1-hydroxyoct-6-enoylglycine,C10H17NO4,
526,215.102097,6.100839167,4-hydroxyoct-3-enoylglycine,C10H17NO4,
527,176.0704113,8.337708333,4-hydroxyoct-4-enoylglycine,C10H17NO4,
528,214.0251318,6.075628205,1-hydroxyoct-5-enoylglycine,C10H17NO4,
529,199.0383403,7.989316667,7-hydroxyoct-4-enoylglycine,C10H17NO4,
530,205.5159691,1.18163,Propenoylcarnitine,C10H17NO4,
531,328.1511031,6.821238333,"2-amino-8-oxo-9,10-epoxy-decanoic acid",C10H17NO4,
532,136.5130087,1.184383333,"2-amino-8-oxo-9,10-epoxy-decanoic acid",C10H17NO4,
533,207.076006,7.489109722,"2-Amino-9,10-epoxy-8-oxodecanoic acid",C10H17NO4,
534,228.0971928,2.2170125,Val Val,C10H20N2O3,
535,160.0965672,6.665711538,Valyl-Valine,C10H20N2O3,
536,134.5281943,8.333247101,O-propanoyl-D-carnitine,C10H19NO4,
537,246.1329981,1.16557,Propionyl-L-carnitine,C10H19NO4,
538,495.0465741,7.994474074,(±)-Propionylcarnitine,C10H19NO4,
539,219.5518487,7.993321053,Propionylcarnitine,C10H19NO4,
540,246.1330216,1.334688889,N-(3-carboxypropanoyl)-N-hydroxycadaverine,C9H18N2O4,
541,189.1229236,2.34765,Serylisoleucine,C9H18N2O4,
542,151.0612244,3.793616667,Serylleucine,C9H18N2O4,
543,169.0353292,6.7728325,Threoninyl-Valine,C9H18N2O4,
544,194.0077206,1.194626667,Meprobamate,C9H18N2O4,
545,185.0301254,1.017913725,L-Lysopine,C9H18N2O4,
546,155.0811143,1.323961667,Leucyl-Serine,C9H18N2O4,
547,259.0418914,1.17632803,Isoleucyl-Serine,C9H18N2O4,
548,200.0434195,0.910198077,Pantothenamide,C9H18N2O4,
549,248.0312885,1.779142982,Valyl-Threonine,C9H18N2O4,
550,254.0863446,1.1779975,Ile Ser,C9H18N2O4,
551,345.0771607,0.908421053,Ser Leu,C9H18N2O4,
552,242.0112206,8.071268333,Ser Ile,C9H18N2O4,
553,217.1542421,6.256915278,Thr Val,C9H18N2O4,
554,310.9582887,1.175647222,Leu Ser,C9H18N2O4,
555,276.1434979,1.190589394,"D-Lysopine;
N2-(D-1-Carboxyethyl)-L-lysine;
Lysopine",C9H18N2O4,
556,322.0761024,3.3182075,Val Thr,C9H18N2O4,
557,356.1825658,8.484322807,Meprobamate,C9H18N2O4,
558,185.0027214,1.183406667,"9,9-dimethoxy-nonanoic acid",C11H22O4,
559,301.0770197,6.770128333,N-Acetyl-D-hexosamine,C8H15NO6,
560,511.804921,9.263151667,"N-Acetyl-D-allosamine;
2-Acetamido-2-deoxy-D-allopyranose",C8H15NO6,
561,338.9546604,2.140815873,"N-Acetyl-D-gulosamine;
2-Acetamido-2-deoxy-D-gulopyranose",C8H15NO6,
562,244.9222491,0.648496667,N-Acetyl-alpha-D-glucosamine,C8H15NO6,
563,480.3078762,13.683082,"N-Acetyl-D-talosamine;
2-Acetamido-2-deoxy-D-talopyranose",C8H15NO6,
564,193.0968654,6.62735463,"N-Acetyl-D-mannosamine;
2-Acetamido-2-deoxy-D-mannose",C8H15NO6,
565,279.1858184,7.617633333,"N-Acetyl-L-idosamine;
2-Acetamido-2-deoxy-L-idopyranose",C8H15NO6,
566,241.0963568,8.690895455,"N-Acetyl-L-altrosamine;
2-Acetamido-2-deoxy-L-altropyranose",C8H15NO6,
567,449.7784511,9.417439394,N-Acetylgalactosamine,C8H15NO6,
568,248.1487187,5.561974638,N-Acetylmannosamine,C8H15NO6,
569,208.0441638,7.994277451,N-Acetyl-D-glucosamine,C8H15NO6,
570,123.5936471,0.89859,N-Acetyl-b-D-galactosamine,C8H15NO6,
571,704.2113533,0.798903333,Avenic acid B,C8H15NO6,
572,156.0418108,0.6797925,Aldehydo-N-acetyl-D-glucosamine,C8H15NO6,
573,554.1579345,0.79654,Aldehydo-N-acetyl-D-mannosamine,C8H15NO6,
574,127.0498098,6.566893056,beta-N-Acetylglucosamine,C8H15NO6,
575,126.9205764,0.660318333,N-Acetylmannosamine,C8H15NO6,
576,175.1074761,1.026541667,N-Acetylhexosamine,C8H15NO6,
577,248.5168709,1.055347619,N-Acetyl-ß-D-mannosamine,C8H15NO6,
578,635.2336817,0.847875,"N-Acetyl-D-galactosamine;
N-Acetyl-D-chondrosamine;
2-Acetamido-2-deoxy-D-galactose",C8H15NO6,
579,710.2598073,0.89289,"(10aS)-10,10a-Dihydrophenazine-1-carboxylate",C13H10N2O2,
580,196.0124818,1.184759524,"5,10-Dihydrophenazine-1-carboxylate",C13H10N2O2,
581,883.8243827,8.974977778,Porphobilinogen,C10H14N2O4,
582,808.4346102,8.7115,Carbidopa,C10H14N2O4,
583,663.1191788,8.972527778,"L-Arogenate;
L-Arogenic acid;
Pretyrosine",C10H13NO5,
584,264.8436406,0.673478333,"Torcitabine;
L-dC;
2'-Deoxy-beta-L-cytidine;
beta-L-2'-Deoxycytidine",C9H13N3O4,
585,170.0570847,0.726547619,2-Deoxycytidine,C9H13N3O4,
586,295.1645066,7.972183333,Oxabetrinil,C12H12N2O3,
587,206.0907644,0.725372222,Nalidixic Acid,C12H12N2O3,
588,191.0387742,0.8950675,Phenobarbital,C12H12N2O3,
589,366.1381528,0.990120175,N-Formyl-D-kynurenine,C11H12N2O4,
590,204.1226383,4.205100694,L-Formylkynurenine,C11H12N2O4,
591,245.0946248,8.137103509,N'-Formylkynurenine,C11H12N2O4,
592,161.0916794,0.863922222,"N,N-Dihydroxy-L-tryptophan",C11H12N2O4,
593,275.0945164,0.932301667,N-Carboxytocainide,C12H16N2O3,
594,208.8833937,0.663296667,Phe Ala,C12H16N2O3,
595,134.0445557,0.705938462,Ala Phe,C12H16N2O3,
596,476.1593975,0.70771,Alanyl-DL-Phenylalanine,C12H16N2O3,
597,284.0281347,1.186108333,Carbetamide,C12H16N2O3,
598,385.1438006,0.734209167,N-Acetyl-5-methoxykynuramine,C12H16N2O3,
599,366.1382077,1.108360833,Phenylalanyl-Alanine,C12H16N2O3,
600,292.8444189,0.663948333,O-Desmethyl-lacosamide,C12H16N2O3,
